image_name,points
medicakolkata_ccu1_mon--9_2022_6_20_16_1_26.jpeg,"[408.20001220703125, 176.10000610351562, 884.7999877929688, 139.89999389648438, 892.5, 558.0999755859375, 413.3999938964844, 609.9000244140625]"
medicakolkata_mau_mon--3_2022_5_18_18_9_4.jpeg,"[394.5, 218.9, 808.4000244140625, 213.6999969482422, 809.7000122070312, 511.5, 399.1000061035156, 510.20001220703125]"
hcgnagpur_icu_mon--4_2022_6_20_4_30_24.jpeg,"[325.8, 379.9, 627.0999755859375, 376.79998779296875, 624.5, 598.2999877929688, 324, 599.5999755859375]"
medicakolkata_ccu2_mon--10_2022_6_8_14_7_50.jpeg,"[416.8, 229.9, 776, 207.1999969482422, 665.9000244140625, 497.29998779296875, 307.20001220703125, 527.0999755859375]"
medicakolkata_ccu2_mon--4_2022_5_18_5_5_50.jpeg,"[217.2, 165.6, 689.2000122070312, 191.6999969482422, 708.5999755859375, 536.0999755859375, 234.6999969482422, 508.8999938964844]"
hcgbhavnagar_micu_mon--403_2022_5_18_14_20_1.jpeg,"[327.8, 146.8, 830.4000244140625, 141.1999969482422, 836.7999877929688, 520.5999755859375, 333.1000061035156, 525.7999877929688]"
medicakolkata_ccu1_mon--3_2022_5_30_21_0_25.jpeg,"[327.8999938964844, 128.1999969482422, 734.5, 164.5, 730.7000122070312, 559.4000244140625, 321.3999938964844, 512.7999877929688]"
spsludhiana_micuiithirdfloor_mon--MII07_2022_6_20_23_9_0.jpeg,"[423, 85.8, 978.4, 88.7, 979.5, 465.7, 420.3, 469.1]"
medicakolkata_ccu3_mon--2_2022_5_30_15_2_38.jpeg,"[418.9, 199.2, 961.4, 201.6, 934.7, 565.2, 397.9, 567.2]"
medicakolkata_ccu3_mon--5_2022_6_8_23_3_22.jpeg,"[438, 227.89999389648438, 979.2999877929688, 217.60000610351562, 970.2000122070312, 545.2000122070312, 430.6, 553.4]"
medicakolkata_ccu3_mon--1_2022_6_20_3_1_35.jpeg,"[549.4000244140625, 155.39999389648438, 908, 127.3, 865.2999877929688, 475.29998779296875, 506.6000061035156, 512.7999877929688]"
hcgnagpur_icu_mon--2_2022_5_18_7_30_14.jpeg,"[426.29998779296875, 150.1999969482422, 923.6, 124.3, 900.3, 519.3, 409.5, 558.1]"
medicakolkata_mau_mon--4_2022_5_18_8_7_6.jpeg,"[229.5, 281, 728.0999755859375, 274.5, 744.9000244140625, 616.4000244140625, 248.89999389648438, 620.2999877929688]"
medicakolkata_ccu2_mon--2_2022_5_18_13_5_56.jpeg,"[235.1, 74.4, 724.2000122070312, 95.80000305175781, 733.2000122070312, 457.1000061035156, 252.8000030517578, 432.5]"
kamalnayanbajaj_micu_mon--21_2022_6_20_14_47_33.jpeg,"[265.79998779296875, 95.80000305175781, 794.0999755859375, 172.1999969482422, 794.0999755859375, 584, 277.3, 495.8]"
hcgnagpur_icu_mon--4_2022_5_18_8_30_40.jpeg,"[308.5, 247.3000030517578, 598.5999755859375, 253.8000030517578, 603.7999877929688, 475.29998779296875, 313.70001220703125, 466.20001220703125]"
medicakolkata_ccu1_mon--10_2022_6_8_9_1_40.jpeg,"[293.9, 182.6, 738.4000244140625, 186.5, 760.4000244140625, 599.5999755859375, 313.70001220703125, 587.9000244140625]"
medicakolkata_ccu3_mon--3_2022_5_30_23_3_2.jpeg,"[369.3999938964844, 199.39999389648438, 865.5, 182.6, 895.0999755859375, 536.0999755859375, 400.3999938964844, 556.7999877929688]"
medicakolkata_ccu1_mon--7_2022_6_8_19_1_17.jpeg,"[464.3, 186, 850.7, 188.3, 855.4, 470.7, 469.1000061035156, 472.70001220703125]"
hcgnagpur_icu_mon--4_2022_6_20_15_30_12.jpeg,"[340.7, 380.3, 637.4000244140625, 378.1000061035156, 637.4000244140625, 598.2999877929688, 338.29998779296875, 599.5999755859375]"
medicakolkata_ccu3_mon--1_2022_6_20_18_1_49.jpeg,"[517, 159.3000030517578, 900.3, 128.8, 860.2000122070312, 481.70001220703125, 476.79998779296875, 519.2999877929688]"
medicakolkata_ccu1_mon--10_2022_6_20_7_1_22.jpeg,"[338.6, 181.5, 847, 175.5, 868.1, 589.8, 354.9, 593.3]"
medicakolkata_rcu_mon--4_2022_5_30_14_4_52.jpeg,"[560.1, 276.7, 757.9000244140625, 286.20001220703125, 777.2999877929688, 464.8999938964844, 580.4000244140625, 453.20001220703125]"
medicakolkata_ccu1_mon--7_2022_6_8_2_1_15.jpeg,"[468.4, 189.3, 854.6, 190, 857.5999755859375, 474, 466.5, 472.70001220703125]"
medicakolkata_rcu_mon--8_2022_5_18_22_5_37.jpeg,"[546.7999877929688, 199.39999389648438, 948.2000122070312, 196.8000030517578, 946.9000244140625, 503.70001220703125, 545.5, 506.29998779296875]"
medicakolkata_rcu_mon--2_2022_6_8_1_4_27.jpeg,"[507.9, 275.8, 754, 283.6000061035156, 752.7000122070312, 467.5, 505.29998779296875, 466.20001220703125]"
medicakolkata_mau_mon--8_2022_5_30_4_7_38.jpeg,"[326.2, 221.3, 886.0999755859375, 233.10000610351562, 883.1, 562.4, 331.79998779296875, 554.2000122070312]"
medicakolkata_ccu1_mon--10_2022_6_8_15_1_40.jpeg,"[289.7, 186, 741, 187.8000030517578, 759.0999755859375, 602.2000122070312, 312.3999938964844, 589.2000122070312]"
medicakolkata_ccu3_mon--3_2022_6_8_7_2_54.jpeg,"[401.70001220703125, 204.60000610351562, 904.5, 185.6, 932.9, 540.7, 428.9, 559.4]"
medicakolkata_ccu1_mon--3_2022_5_30_4_0_25.jpeg,"[452.6, 174.7, 987.8, 198.5, 978, 586.5999755859375, 447.1000061035156, 563.2999877929688]"
medicakolkata_rcu_mon--8_2022_5_18_18_5_37.jpeg,"[548.1, 199.4, 946.9, 198.1, 945.6, 503.7, 545.5, 505]"
kamalnayanbajaj_micu_mon--15_2022_6_20_19_46_23.jpeg,"[501.3999938964844, 187.8000030517578, 790.7, 226.9, 783.7999877929688, 492.1000061035156, 495, 442.8999938964844]"
kamalnayanbajaj_micu_mon--14_2022_6_20_8_46_23.jpeg,"[410.8, 247.3, 776.3, 205.1, 777.2999877929688, 464.8999938964844, 417.3, 508.9]"
hcgbhavnagar_micu_mon--403_2022_5_18_18_20_1.jpeg,"[208.8000030517578, 145, 660.7000122070312, 142.39999389648438, 680.2000122070312, 523.2000122070312, 229.5, 516.7000122070312]"
medicakolkata_ccu2_mon--7_2022_6_8_5_6_48.jpeg,"[357.7, 155.1, 790.2000122070312, 164.5, 778.5999755859375, 481.70001220703125, 346.1000061035156, 470.1000061035156]"
medicakolkata_mau_mon--1_2022_5_30_8_8_28.jpeg,"[361.6000061035156, 230.5, 843.2999877929688, 237, 819.7, 604, 338, 594.5]"
medicakolkata_ccu1_mon--9_2022_6_8_11_1_28.jpeg,"[192.2, 180.5, 761.7000122070312, 155.39999389648438, 773.4000244140625, 581.4000244140625, 203.60000610351562, 612.5]"
medicasiliguri_icu_mon--7_2022_6_8_0_15_50.jpeg,"[407.2, 201.1, 874.4000244140625, 156.6999969482422, 883.5, 543.9000244140625, 418.6000061035156, 598.2999877929688]"
spsludhiana_micuiithirdfloor_mon--MII07_2022_6_8_7_9_3.jpeg,"[487.20001220703125, 69.9000015258789, 1002.2, 73, 993.5, 439, 483.29998779296875, 448.1000061035156]"
medicakolkata_ccu2_mon--4_2022_6_8_5_6_24.jpeg,"[291.70001220703125, 114, 778.8, 138.6, 773.7, 494.9, 286.5, 475.29998779296875]"
medicakolkata_ccu2_mon--5_2022_6_20_21_5_10.jpeg,"[226.89999389648438, 167.10000610351562, 769.5, 215, 776, 625.5, 238.60000610351562, 572.4000244140625]"
medicakolkata_rcu_mon--10_2022_5_30_17_6_5.jpeg,"[421.8, 175.2, 741, 182.60000610351562, 772.0999755859375, 464.8999938964844, 453.5, 445.5]"
medicakolkata_rcu_mon--9_2022_5_18_13_5_27.jpeg,"[565.3, 196.3, 861.5, 212.39999389648438, 880.8, 456.8, 583, 435.1000061035156]"
medicakolkata_rcu_mon--8_2022_5_30_15_5_27.jpeg,"[502.5, 197.8, 913, 199.5, 915.5, 508.4, 504.5, 511.4]"
medicakolkata_ccu2_mon--3_2022_5_30_10_6_17.jpeg,"[365.5, 115.30000305175781, 786.2999877929688, 150.1999969482422, 796.7000122070312, 520.5999755859375, 369.3999938964844, 475.29998779296875]"
hcgnagpur_icu_mon--3_2022_5_18_0_30_28.jpeg,"[248.89999389648438, 133.39999389648438, 662, 130.8000030517578, 673.7000122070312, 435.1000061035156, 261.8999938964844, 441.6000061035156]"
kamalnayanbajaj_micu_mon--18_2022_6_20_17_46_46.jpeg,"[486, 252.6, 836.7999877929688, 216.3000030517578, 836.7999877929688, 488.20001220703125, 493.70001220703125, 532.2000122070312]"
medicakolkata_mau_mon--2_2022_6_8_2_8_49.jpeg,"[459.6, 168.1, 880.9000244140625, 172.1999969482422, 879.5999755859375, 481.70001220703125, 456.1000061035156, 480.3999938964844]"
medicakolkata_ccu2_mon--8_2022_5_30_18_7_17.jpeg,"[448.3999938964844, 196.8000030517578, 896.4000244140625, 147.60000610351562, 913.2000122070312, 501.20001220703125, 465.20001220703125, 559.4000244140625]"
medicakolkata_ccu1_mon--9_2022_6_8_1_1_42.jpeg,"[189.1, 183.8, 760.4000244140625, 159.3000030517578, 773.4000244140625, 585.2999877929688, 202.3000030517578, 612.5]"
hcgbhavnagar_micu_mon--405_2022_5_30_8_20_12.jpeg,"[565.1, 153.3, 813.5, 156.6999969482422, 808.4000244140625, 435.1000061035156, 557.0999755859375, 444.20001220703125]"
medicakolkata_ccu2_mon--2_2022_5_18_12_5_56.jpeg,"[238.5, 75.6, 719, 95.80000305175781, 735.7999877929688, 457.1000061035156, 254.10000610351562, 429.8999938964844]"
hcgnagpur_icu_mon--4_2022_5_18_14_30_14.jpeg,"[309.1, 246.1, 601.2, 253.8, 606.2999877929688, 475.29998779296875, 316.3, 467.5]"
medicakolkata_ccu2_mon--8_2022_6_8_0_7_19.jpeg,"[419.9, 211.1, 878.3, 159.3, 891.2, 516.7, 439.3, 565.9]"
medicakolkata_ccu3_mon--5_2022_5_30_6_3_12.jpeg,"[435.1, 233.3, 976.7000122070312, 220.10000610351562, 968.9000244140625, 546.5, 430.20001220703125, 560.7000122070312]"
medicakolkata_rcu_mon--3_2022_5_30_3_4_39.jpeg,"[489.79998779296875, 183.89999389648438, 778.5999755859375, 185.1999969482422, 770.1, 391.7, 481.7, 395]"
medicakolkata_mau_mon--7_2022_5_30_7_8_2.jpeg,"[340.9, 142.4, 883.5, 167.10000610351562, 852.9, 550.3, 321.7, 537.5]"
medicakolkata_ccu3_mon--6_2022_5_18_3_3_14.jpeg,"[298.1000061035156, 134.6999969482422, 829.0999755859375, 182.60000610351562, 796.7000122070312, 578.9000244140625, 276.1000061035156, 525.7999877929688]"
medicakolkata_ccu3_mon--10_2022_5_30_1_3_53.jpeg,"[260.3, 173.8, 805.7999877929688, 161.89999389648438, 805.7999877929688, 568.5, 261.8999938964844, 585.2999877929688]"
medicakolkata_mau_mon--7_2022_5_30_0_7_44.jpeg,"[254.10000610351562, 138.60000610351562, 791.5, 170.89999389648438, 776, 558.0999755859375, 236.6, 528.6]"
medicakolkata_ccu3_mon--3_2022_6_8_20_2_44.jpeg,"[342.4, 204.2, 826.5, 187.8000030517578, 871.7999877929688, 546.5, 387.5, 556.7999877929688]"
medicakolkata_mau_mon--9_2022_6_20_12_5_44.jpeg,"[544.2000122070312, 177.39999389648438, 1014.8, 151.5, 1029.8, 508.9, 554.5, 527.0999755859375]"
spsludhiana_micuiithirdfloor_mon--MII07_2022_6_20_19_8_48.jpeg,"[423.70001220703125, 93.19999694824219, 987.0999755859375, 99.69999694824219, 981.1, 473.1, 419.9, 472.8]"
hcgbhavnagar_micu_mon--404_2022_6_8_5_20_1.jpeg,"[223, 103.5999984741211, 803.2000122070312, 79, 825.2000122070312, 534.7999877929688, 243.6999969482422, 554.2000122070312]"
hcgnagpur_icu_mon--5_2022_5_18_15_30_26.jpeg,"[360.29998779296875, 178.6999969482422, 647.7999877929688, 181.3000030517578, 646.5, 410.5, 356.3999938964844, 417]"
medicakolkata_ccu1_mon--7_2022_6_8_0_1_34.jpeg,"[468.6, 187.4, 855.9, 188.3, 852.4000244140625, 472.70001220703125, 467.79998779296875, 474]"
medicakolkata_ccu3_mon--6_2022_5_30_10_3_38.jpeg,"[400.1, 172.7, 927.5, 212.39999389648438, 889.9000244140625, 595.7000122070312, 362.8999938964844, 560.7000122070312]"
medicakolkata_ccu3_mon--5_2022_5_18_12_3_14.jpeg,"[379.9, 192.1, 917.7, 200.2, 909.7, 529.1, 370.7, 525.6]"
medicakolkata_mau_mon--9_2022_6_20_6_5_43.jpeg,"[548.0999755859375, 176.10000610351562, 1018.4, 151.1, 1036.300048828125, 505, 563.5999755859375, 527.0999755859375]"
medicakolkata_ccu1_mon--3_2022_6_8_15_0_13.jpeg,"[367.3, 160.1, 843.2999877929688, 200.6999969482422, 844.5999755859375, 599.5999755859375, 375.2, 551.5]"
spsludhiana_micuiithirdfloor_mon--MII06_2022_6_8_0_8_50.jpeg,"[473, 130.8000030517578, 1062.199951171875, 167.10000610351562, 1049.3, 551.8, 460, 508.8999938964844]"
medicakolkata_ccu2_mon--2_2022_6_8_16_6_4.jpeg,"[311.1, 81.6, 808.4000244140625, 94.5, 818.7, 451.9, 322.7, 435.1]"
medicakolkata_ccu2_mon--6_2022_6_8_7_7_12.jpeg,"[399.5, 185.2, 861.5, 202, 851.0999755859375, 523.2000122070312, 393.5, 509.1]"
medicakolkata_ccu1_mon--10_2022_6_8_1_1_54.jpeg,"[293.1, 182.8, 739.7, 187.8, 757.9000244140625, 599.5999755859375, 311.1000061035156, 587.9000244140625]"
medicakolkata_ccu3_mon--5_2022_6_20_5_1_48.jpeg,"[437.5, 194.1, 978, 187.8000030517578, 980.2, 517.1, 435.3999938964844, 527.0999755859375]"
hcgnagpur_icu_mon--4_2022_5_18_23_30_14.jpeg,"[370.8, 253, 668.2, 251.8, 664, 475.2, 365.8, 484]"
medicakolkata_ccu3_mon--5_2022_6_8_13_3_6.jpeg,"[476.8, 209.8, 1011, 192.2, 997.4000244140625, 520.5999755859375, 464.9, 537]"
medicakolkata_ccu1_mon--4_2022_6_8_21_0_51.jpeg,"[403.9, 146.7, 896.4000244140625, 168.3000030517578, 882.2000122070312, 550.4000244140625, 388.79998779296875, 524.5]"
hcgnagpur_icu_mon--2_2022_6_20_23_30_13.jpeg,"[396.4, 183.8, 862.2, 144.4, 836.7999877929688, 529.5999755859375, 388.6, 579.9]"
medicakolkata_ccu1_mon--4_2022_5_30_5_0_49.jpeg,"[420.3, 158.7, 928.8, 172.2, 923.5999755859375, 550.4000244140625, 412.7, 541]"
medicakolkata_rcu_mon--4_2022_5_30_11_4_53.jpeg,"[557, 276.6, 759.0999755859375, 286.20001220703125, 774.6, 462.8, 579.0999755859375, 450.70001220703125]"
medicakolkata_ccu2_mon--6_2022_6_20_9_4_32.jpeg,"[232.10000610351562, 84.19999694824219, 662.6, 107.7, 681.4000244140625, 426, 248.89999389648438, 401.3999938964844]"
medicakolkata_ccu2_mon--2_2022_5_18_7_5_54.jpeg,"[239.4, 77.9, 722.9000244140625, 98.4000015258789, 734.5, 457.1000061035156, 254.10000610351562, 431.20001220703125]"
medicakolkata_mau_mon--6_2022_5_18_13_8_51.jpeg,"[129.5, 73.4, 689.2000122070312, 73.80000305175781, 716.4000244140625, 514.0999755859375, 159.60000610351562, 511.5]"
medicakolkata_ccu3_mon--5_2022_6_8_14_3_6.jpeg,"[479.2, 211.2, 1006, 194.7, 1003.9, 518, 470.4, 533.5]"
medicakolkata_rcu_mon--1_2022_5_30_8_4_16.jpeg,"[633.1, 294.6, 880.9000244140625, 287.5, 855, 485.6000061035156, 605, 498.6000061035156]"
hcgnagpur_icu_mon--5_2022_5_18_13_30_52.jpeg,"[360.29998779296875, 180, 647.7999877929688, 178.6999969482422, 645.2000122070312, 407.8999938964844, 355.1000061035156, 411.79998779296875]"
medicakolkata_ccu1_mon--4_2022_6_20_8_0_36.jpeg,"[460, 168.3000030517578, 971.5, 185.1999969482422, 962.5, 560.7000122070312, 450.6, 548.5]"
medicakolkata_ccu1_mon--3_2022_6_8_6_0_13.jpeg,"[529.9, 185.2, 1068.1, 204.9, 1053.0999755859375, 598.2999877929688, 518.3, 578.9]"
medicakolkata_ccu2_mon--8_2022_6_20_8_4_43.jpeg,"[348.6000061035156, 159.3000030517578, 834.1, 121.1, 844.5999755859375, 474, 362.8999938964844, 512.7999877929688]"
medicakolkata_mau_mon--4_2022_5_18_17_7_35.jpeg,"[282.6, 281, 782.5, 273.2, 794.3, 612.7, 298.1000061035156, 621.5999755859375]"
medicakolkata_rcu_mon--4_2022_6_20_18_3_25.jpeg,"[590.4, 276.8, 816.9, 279.1, 831.1, 460.6, 601.4, 457.9]"
medicakolkata_ccu2_mon--8_2022_5_18_19_7_36.jpeg,"[359, 208.5, 834.2999877929688, 167.10000610351562, 853.7000122070312, 523.2000122070312, 379.70001220703125, 569.7999877929688]"
medicakolkata_ccu1_mon--9_2022_6_8_3_1_27.jpeg,"[186.8000030517578, 182.60000610351562, 760.4000244140625, 161.89999389648438, 773.4000244140625, 587.9000244140625, 199.6999969482422, 611.2000122070312]"
medicakolkata_ccu2_mon--8_2022_5_18_2_6_5.jpeg,"[290.7, 204.2, 774.7000122070312, 180, 794.0999755859375, 538.7000122070312, 309.79998779296875, 563.2999877929688]"
medicakolkata_ccu3_mon--6_2022_5_18_16_3_43.jpeg,"[294.8, 137.7, 822.5999755859375, 183.89999389648438, 794.0999755859375, 577.5999755859375, 269.6000061035156, 530.9000244140625]"
medicasiliguri_ccu_mon--1_2022_5_18_10_15_41.jpeg,"[520.8, 297.9, 686.6, 292.7, 685.3, 426, 519.6, 435.1]"
medicakolkata_rcu_mon--8_2022_5_18_8_5_10.jpeg,"[431.1, 205.5, 829.6, 215.2, 831.7000122070312, 520.5999755859375, 435.3999938964844, 508.8999938964844]"
medicakolkata_ccu2_mon--10_2022_6_8_13_7_49.jpeg,"[419.8, 230.6, 773.4000244140625, 205.89999389648438, 664.5999755859375, 499.8999938964844, 303.29998779296875, 528.2999877929688]"
kamalnayanbajaj_micu_mon--16_2022_6_20_8_46_46.jpeg,"[329.20001220703125, 108.80000305175781, 840.7000122070312, 47.900001525878906, 853.7000122070312, 432.5, 353.79998779296875, 497.29998779296875]"
hcgnagpur_icu_mon--5_2022_5_18_16_30_26.jpeg,"[361.6000061035156, 180, 649.0999755859375, 180, 646.5, 410.5, 353.79998779296875, 417]"
medicakolkata_ccu2_mon--7_2022_5_30_11_6_53.jpeg,"[592.2, 170.2, 940.4000244140625, 156.6999969482422, 919.7000122070312, 474, 571.4000244140625, 490.79998779296875]"
medicakolkata_ccu3_mon--1_2022_6_8_9_2_18.jpeg,"[528.4, 210.7, 934, 186.5, 866.5999755859375, 516.7000122070312, 463.8999938964844, 547.7999877929688]"
medicakolkata_ccu2_mon--7_2022_5_30_20_7_4.jpeg,"[372, 163.2, 800.6, 172.2, 782.7, 486.3, 358.7, 473.6]"
medicakolkata_ccu3_mon--2_2022_5_18_4_2_22.jpeg,"[349.1, 190.3, 902.9000244140625, 199.39999389648438, 895.0999755859375, 568.5, 348.6000061035156, 565.9000244140625]"
medicakolkata_ccu1_mon--10_2022_6_8_23_1_53.jpeg,"[392.70001220703125, 193, 928.7999877929688, 177.39999389648438, 950.7, 594.9, 413.6, 606.2]"
medicakolkata_ccu1_mon--7_2022_6_8_16_1_16.jpeg,"[468.5, 190.3, 858.9000244140625, 187.8000030517578, 854.8, 476.8, 466.9, 474.8]"
medicakolkata_ccu2_mon--3_2022_5_30_20_6_31.jpeg,"[343.5, 110.0999984741211, 738.4000244140625, 154.10000610351562, 743.5999755859375, 523.2000122070312, 351.20001220703125, 468.79998779296875]"
medicakolkata_ccu1_mon--3_2022_5_30_22_0_24.jpeg,"[326.6000061035156, 129.5, 735.7999877929688, 159.3000030517578, 730.7000122070312, 562, 317.6000061035156, 515.4000244140625]"
medicakolkata_ccu3_mon--8_2022_5_30_23_3_50.jpeg,"[368.8, 155.3, 978.7, 184.4, 934, 600.6, 327.7, 581.2]"
medicakolkata_ccu2_mon--4_2022_5_18_15_6_20.jpeg,"[220.2, 167.2, 694.4000244140625, 190.39999389648438, 709.9000244140625, 538.7000122070312, 238.60000610351562, 512.7999877929688]"
medicakolkata_ccu2_mon--7_2022_5_30_9_6_52.jpeg,"[496.8, 168.4, 896.4000244140625, 165.8000030517578, 876.6, 483.8, 485.5, 484]"
hcgnagpur_icu_mon--2_2022_6_20_21_30_12.jpeg,"[400.3999938964844, 183.89999389648438, 863.1, 141.3, 835.5999755859375, 530.9000244140625, 386.20001220703125, 585.2999877929688]"
kamalnayanbajaj_sicu_mon--1_2022_6_20_2_45_0.jpeg,"[467.5, 290.6, 820, 304.29998779296875, 818.4, 571.8, 465.20001220703125, 554.2000122070312]"
kamalnayanbajaj_micu_mon--19_2022_6_20_11_47_21.jpeg,"[433.4, 172.3, 1010.4000244140625, 177.39999389648438, 1007.7999877929688, 607.2999877929688, 438, 600.9000244140625]"
medicakolkata_ccu2_mon--5_2022_5_18_2_5_39.jpeg,"[572.3, 190, 1137.300048828125, 205.89999389648438, 1102.300048828125, 611.2000122070312, 540.2999877929688, 599.5999755859375]"
